Sno,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Datetime,Cumulative_Confirmed
5774,Ladakh,0.0,0.0,1757,34,0.0,2020-08-31 08:00:00,162.0
5775,Madhya Pradesh,0.0,0.0,47467,1374,0.0,2020-08-31 08:00:00,105.0
5776,Maharashtra,0.0,0.0,562401,24399,0.0,2020-08-31 08:00:00,1147.0
5777,Manipur,0.0,0.0,4239,28,0.0,2020-08-31 08:00:00,5.0
5778,Meghalaya,0.0,0.0,1049,10,0.0,2020-08-31 08:00:00,0.0
5779,Mizoram,0.0,0.0,589,0,0.0,2020-08-31 08:00:00,4.0
5780,Nagaland,0.0,0.0,3026,9,0.0,2020-08-31 08:00:00,0.0
5781,Odisha,0.0,0.0,73233,482,0.0,2020-08-31 08:00:00,23.0
5782,Puducherry,0.0,0.0,8968,221,0.0,2020-08-31 08:00:00,11.0
5783,Punjab,0.0,0.0,35747,1404,0.0,2020-08-31 08:00:00,231.0
5784,Rajasthan,0.0,0.0,65093,1043,0.0,2020-08-31 08:00:00,431.0
5785,Sikkim,0.0,0.0,1220,3,0.0,2020-08-31 08:00:00,0.0
5786,Tamil Nadu,0.0,0.0,362133,7231,0.0,2020-08-31 08:00:00,164.0
5787,Telengana,0.0,0.0,92837,827,0.0,2020-08-31 08:00:00,343.0
5788,Tripura,0.0,0.0,7433,103,0.0,2020-08-31 08:00:00,0.0
5789,Uttarakhand,0.0,0.0,13066,257,0.0,2020-08-31 08:00:00,40.0
5790,Uttar Pradesh,0.0,0.0,167543,3423,0.0,2020-08-31 08:00:00,479.0
5791,West Bengal,0.0,0.0,130952,3176,0.0,2020-08-31 08:00:00,71.0
5792,Andaman And Nicobar Islands,0.0,0.0,2647,46,0.0,2020-09-01 08:00:00,8.0
5793,Andhra Pradesh,0.0,0.0,330526,3969,0.0,2020-09-01 08:00:00,81.0
5794,Arunachal Pradesh,0.0,0.0,2885,7,0.0,2020-09-01 08:00:00,0.0
5795,Assam,0.0,0.0,85461,306,0.0,2020-09-01 08:00:00,0.0
5796,Bihar,0.0,0.0,119540,582,0.0,2020-09-01 08:00:00,32.0
5797,Chandigarh,0.0,0.0,2431,56,0.0,2020-09-01 08:00:00,50.0
5798,Chhattisgarh,0.0,0.0,16989,277,0.0,2020-09-01 08:00:00,25.0
5799,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,2081,2,0.0,2020-09-01 08:00:00,0.0
5800,Delhi,0.0,0.0,155678,4444,0.0,2020-09-01 08:00:00,363.0
5801,Goa,0.0,0.0,13577,192,0.0,2020-09-01 08:00:00,9.0
5802,Gujarat,0.0,0.0,77756,3020,0.0,2020-09-01 08:00:00,261.0
5803,Haryana,0.0,0.0,52672,689,0.0,2020-09-01 08:00:00,377.0
5804,Himachal Pradesh,0.0,0.0,4515,38,0.0,2020-09-01 08:00:00,21.0
5805,Jammu And Kashmir,0.0,0.0,29015,703,0.0,2020-09-01 08:00:00,95.0
5806,Jharkhand,0.0,0.0,27143,417,0.0,2020-09-01 08:00:00,0.0
5807,Karnataka,0.0,0.0,249467,5702,0.0,2020-09-01 08:00:00,405.0
5808,Kerala,0.0,0.0,51538,294,0.0,2020-09-01 08:00:00,1160.0
5809,Ladakh,0.0,0.0,1874,34,0.0,2020-09-01 08:00:00,162.0
5810,Madhya Pradesh,0.0,0.0,48657,1394,0.0,2020-09-01 08:00:00,105.0
5811,Maharashtra,0.0,0.0,573559,24583,0.0,2020-09-01 08:00:00,1147.0
5812,Manipur,0.0,0.0,4330,28,0.0,2020-09-01 08:00:00,5.0
5813,Meghalaya,0.0,0.0,1162,10,0.0,2020-09-01 08:00:00,0.0
5814,Mizoram,0.0,0.0,591,0,0.0,2020-09-01 08:00:00,4.0
5815,Nagaland,0.0,0.0,3067,9,0.0,2020-09-01 08:00:00,0.0
5816,Odisha,0.0,0.0,77286,492,0.0,2020-09-01 08:00:00,23.0
5817,Puducherry,0.0,0.0,9334,228,0.0,2020-09-01 08:00:00,11.0
5818,Punjab,0.0,0.0,37027,1453,0.0,2020-09-01 08:00:00,231.0
5819,Rajasthan,0.0,0.0,66812,1056,0.0,2020-09-01 08:00:00,431.0
5820,Sikkim,0.0,0.0,1225,3,0.0,2020-09-01 08:00:00,0.0
5821,Tamil Nadu,0.0,0.0,368141,7322,0.0,2020-09-01 08:00:00,164.0
5822,Telengana,0.0,0.0,95162,836,0.0,2020-09-01 08:00:00,343.0
5823,Tripura,0.0,0.0,7674,113,0.0,2020-09-01 08:00:00,0.0
5824,Uttarakhand,0.0,0.0,13650,269,0.0,2020-09-01 08:00:00,40.0
5825,Uttar Pradesh,0.0,0.0,172140,3486,0.0,2020-09-01 08:00:00,479.0
5826,West Bengal,0.0,0.0,134270,3228,0.0,2020-09-01 08:00:00,71.0
5827,Andaman And Nicobar Islands,0.0,0.0,2714,46,0.0,2020-09-02 08:00:00,8.0
5828,Andhra Pradesh,0.0,0.0,339876,4053,0.0,2020-09-02 08:00:00,81.0
5829,Arunachal Pradesh,0.0,0.0,2979,7,0.0,2020-09-02 08:00:00,0.0
5830,Assam,0.0,0.0,86895,315,0.0,2020-09-02 08:00:00,0.0
5831,Bihar,0.0,0.0,121560,621,0.0,2020-09-02 08:00:00,32.0
5832,Chandigarh,0.0,0.0,2551,57,0.0,2020-09-02 08:00:00,50.0
5833,Chhattisgarh,0.0,0.0,17567,287,0.0,2020-09-02 08:00:00,25.0
5834,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,2122,2,0.0,2020-09-02 08:00:00,0.0
5835,Delhi,0.0,0.0,156728,4462,0.0,2020-09-02 08:00:00,363.0
5836,Goa,0.0,0.0,13850,194,0.0,2020-09-02 08:00:00,9.0
5837,Gujarat,0.0,0.0,78887,3034,0.0,2020-09-02 08:00:00,261.0
5838,Haryana,0.0,0.0,53835,706,0.0,2020-09-02 08:00:00,377.0
5839,Himachal Pradesh,0.0,0.0,4688,40,0.0,2020-09-02 08:00:00,21.0
5840,Jammu And Kashmir,0.0,0.0,29484,717,0.0,2020-09-02 08:00:00,95.0
5841,Jharkhand,0.0,0.0,28149,428,0.0,2020-09-02 08:00:00,0.0
5842,Karnataka,0.0,0.0,254626,5837,0.0,2020-09-02 08:00:00,405.0
5843,Kerala,0.0,0.0,53649,298,0.0,2020-09-02 08:00:00,1160.0
5844,Ladakh,0.0,0.0,1978,35,0.0,2020-09-02 08:00:00,162.0
5845,Madhya Pradesh,0.0,0.0,49992,1426,0.0,2020-09-02 08:00:00,105.0
5846,Maharashtra,0.0,0.0,584537,24903,0.0,2020-09-02 08:00:00,1147.0
5847,Manipur,0.0,0.0,4450,29,0.0,2020-09-02 08:00:00,5.0
5848,Meghalaya,0.0,0.0,1235,12,0.0,2020-09-02 08:00:00,0.0
5849,Mizoram,0.0,0.0,612,0,0.0,2020-09-02 08:00:00,4.0
5850,Nagaland,0.0,0.0,3201,9,0.0,2020-09-02 08:00:00,0.0
5851,Odisha,0.0,0.0,80770,503,0.0,2020-09-02 08:00:00,23.0
5852,Puducherry,0.0,0.0,9675,240,0.0,2020-09-02 08:00:00,11.0
5853,Punjab,0.0,0.0,38147,1512,0.0,2020-09-02 08:00:00,231.0
5854,Rajasthan,0.0,0.0,68124,1069,0.0,2020-09-02 08:00:00,431.0
5855,Sikkim,0.0,0.0,1237,4,0.0,2020-09-02 08:00:00,0.0
5856,Tamil Nadu,0.0,0.0,374172,7418,0.0,2020-09-02 08:00:00,164.0
5857,Telengana,0.0,0.0,97402,846,0.0,2020-09-02 08:00:00,343.0
5858,Tripura,0.0,0.0,7847,118,0.0,2020-09-02 08:00:00,0.0
5859,Uttarakhand,0.0,0.0,14076,280,0.0,2020-09-02 08:00:00,40.0
5860,Uttar Pradesh,0.0,0.0,176677,3542,0.0,2020-09-02 08:00:00,479.0
5861,West Bengal,0.0,0.0,137616,3283,0.0,2020-09-02 08:00:00,71.0
5862,Andaman And Nicobar Islands,0.0,0.0,2758,47,0.0,2020-09-03 08:00:00,8.0
5863,Andhra Pradesh,0.0,0.0,348330,4125,0.0,2020-09-03 08:00:00,81.0
5864,Arunachal Pradesh,0.0,0.0,3075,7,0.0,2020-09-03 08:00:00,0.0
5865,Assam,0.0,0.0,88729,323,0.0,2020-09-03 08:00:00,0.0
5866,Bihar,0.0,0.0,123794,646,0.0,2020-09-03 08:00:00,32.0
5867,Chandigarh,0.0,0.0,2670,59,0.0,2020-09-03 08:00:00,50.0
5868,Chhattisgarh,0.0,0.0,18220,299,0.0,2020-09-03 08:00:00,25.0
5869,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,2141,2,0.0,2020-09-03 08:00:00,0.0
5870,Delhi,0.0,0.0,158586,4481,0.0,2020-09-03 08:00:00,363.0
5871,Goa,0.0,0.0,14059,204,0.0,2020-09-03 08:00:00,9.0
5872,Gujarat,0.0,0.0,79929,3046,0.0,2020-09-03 08:00:00,261.0
5873,Haryana,0.0,0.0,54875,721,0.0,2020-09-03 08:00:00,377.0
5874,Himachal Pradesh,0.0,0.0,4760,43,0.0,2020-09-03 08:00:00,21.0
5875,Jammu And Kashmir,0.0,0.0,30079,732,0.0,2020-09-03 08:00:00,95.0
5876,Jharkhand,0.0,0.0,29747,438,0.0,2020-09-03 08:00:00,0.0
5877,Karnataka,0.0,0.0,260913,5950,0.0,2020-09-03 08:00:00,405.0
5878,Kerala,0.0,0.0,55778,305,0.0,2020-09-03 08:00:00,1160.0
5879,Ladakh,0.0,0.0,2007,35,0.0,2020-09-03 08:00:00,162.0
5880,Madhya Pradesh,0.0,0.0,51124,1453,0.0,2020-09-03 08:00:00,105.0
5881,Maharashtra,0.0,0.0,598496,25195,0.0,2020-09-03 08:00:00,1147.0
5882,Manipur,0.0,0.0,4607,29,0.0,2020-09-03 08:00:00,5.0
5883,Meghalaya,0.0,0.0,1318,13,0.0,2020-09-03 08:00:00,0.0
5884,Mizoram,0.0,0.0,661,0,0.0,2020-09-03 08:00:00,4.0
5885,Nagaland,0.0,0.0,3223,9,0.0,2020-09-03 08:00:00,0.0
5886,Odisha,0.0,0.0,84073,514,0.0,2020-09-03 08:00:00,23.0
5887,Puducherry,0.0,0.0,9968,253,0.0,2020-09-03 08:00:00,11.0
5888,Punjab,0.0,0.0,39742,1618,0.0,2020-09-03 08:00:00,231.0
5889,Rajasthan,0.0,0.0,70674,1081,0.0,2020-09-03 08:00:00,431.0
5890,Sikkim,0.0,0.0,1269,4,0.0,2020-09-03 08:00:00,0.0
5891,Tamil Nadu,0.0,0.0,380063,7516,0.0,2020-09-03 08:00:00,164.0
5892,Telengana,0.0,0.0,100013,856,0.0,2020-09-03 08:00:00,343.0
5893,Tripura,0.0,0.0,8033,126,0.0,2020-09-03 08:00:00,0.0
5894,Uttarakhand,0.0,0.0,14501,291,0.0,2020-09-03 08:00:00,40.0
5895,Uttar Pradesh,0.0,0.0,181364,3616,0.0,2020-09-03 08:00:00,479.0
5896,West Bengal,0.0,0.0,140913,3339,0.0,2020-09-03 08:00:00,71.0
5897,Andaman And Nicobar Islands,0.0,0.0,2823,48,0.0,2020-09-04 08:00:00,8.0
5898,Andhra Pradesh,0.0,0.0,358009,4200,0.0,2020-09-04 08:00:00,81.0
5899,Arunachal Pradesh,0.0,0.0,3167,7,0.0,2020-09-04 08:00:00,0.0
5900,Assam,0.0,0.0,90700,330,0.0,2020-09-04 08:00:00,0.0
5901,Bihar,0.0,0.0,124976,672,0.0,2020-09-04 08:00:00,32.0
5902,Chandigarh,0.0,0.0,2883,63,0.0,2020-09-04 08:00:00,50.0
5903,Chhattisgarh,0.0,0.0,18950,315,0.0,2020-09-04 08:00:00,25.0
5904,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,2154,2,0.0,2020-09-04 08:00:00,0.0
5905,Delhi,0.0,0.0,160114,4500,0.0,2020-09-04 08:00:00,363.0
5906,Goa,0.0,0.0,14361,212,0.0,2020-09-04 08:00:00,9.0
5907,Gujarat,0.0,0.0,81055,3062,0.0,2020-09-04 08:00:00,261.0
5908,Haryana,0.0,0.0,55889,740,0.0,2020-09-04 08:00:00,377.0
5909,Himachal Pradesh,0.0,0.0,4859,48,0.0,2020-09-04 08:00:00,21.0
5910,Jammu And Kashmir,0.0,0.0,30759,743,0.0,2020-09-04 08:00:00,95.0
5911,Jharkhand,0.0,0.0,30886,444,0.0,2020-09-04 08:00:00,0.0
5912,Karnataka,0.0,0.0,268035,6054,0.0,2020-09-04 08:00:00,405.0
5913,Kerala,0.0,0.0,57728,315,0.0,2020-09-04 08:00:00,1160.0
5914,Ladakh,0.0,0.0,2039,35,0.0,2020-09-04 08:00:00,162.0
5915,Madhya Pradesh,0.0,0.0,52215,1483,0.0,2020-09-04 08:00:00,105.0
5916,Maharashtra,0.0,0.0,612484,25586,0.0,2020-09-04 08:00:00,1147.0
5917,Manipur,0.0,0.0,4774,32,0.0,2020-09-04 08:00:00,5.0
5918,Meghalaya,0.0,0.0,1393,13,0.0,2020-09-04 08:00:00,0.0
5919,Mizoram,0.0,0.0,671,0,0.0,2020-09-04 08:00:00,4.0
5920,Nagaland,0.0,0.0,3324,9,0.0,2020-09-04 08:00:00,0.0
5921,Odisha,0.0,0.0,87351,522,0.0,2020-09-04 08:00:00,23.0
5922,Puducherry,0.0,0.0,10279,260,0.0,2020-09-04 08:00:00,11.0
5923,Punjab,0.0,0.0,41271,1690,0.0,2020-09-04 08:00:00,231.0
5924,Rajasthan,0.0,0.0,71220,1095,0.0,2020-09-04 08:00:00,431.0
5925,Sikkim,0.0,0.0,1304,4,0.0,2020-09-04 08:00:00,0.0
5926,Tamil Nadu,0.0,0.0,386173,7608,0.0,2020-09-04 08:00:00,164.0
5927,Telengana,0.0,0.0,102024,866,0.0,2020-09-04 08:00:00,343.0
5928,Tripura,0.0,0.0,8212,129,0.0,2020-09-04 08:00:00,0.0
5929,Uttarakhand,0.0,0.0,15009,300,0.0,2020-09-04 08:00:00,40.0
5930,Uttar Pradesh,0.0,0.0,185812,3691,0.0,2020-09-04 08:00:00,479.0
5931,West Bengal,0.0,0.0,144248,3394,0.0,2020-09-04 08:00:00,71.0
5932,Andaman And Nicobar Islands,0.0,0.0,2863,49,0.0,2020-09-05 08:00:00,8.0
5933,Andhra Pradesh,0.0,0.0,370163,4276,0.0,2020-09-05 08:00:00,81.0
5934,Arunachal Pradesh,0.0,0.0,3280,7,0.0,2020-09-05 08:00:00,0.0
5935,Assam,0.0,0.0,92720,345,0.0,2020-09-05 08:00:00,0.0
5936,Bihar,0.0,0.0,126371,701,0.0,2020-09-05 08:00:00,32.0
5937,Chandigarh,0.0,0.0,3105,68,0.0,2020-09-05 08:00:00,50.0
5938,Chhattisgarh,0.0,0.0,19625,337,0.0,2020-09-05 08:00:00,25.0
5939,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,2180,2,0.0,2020-09-05 08:00:00,0.0
5940,Delhi,0.0,0.0,161865,4513,0.0,2020-09-05 08:00:00,363.0
5941,Goa,0.0,0.0,14747,220,0.0,2020-09-05 08:00:00,9.0
5942,Gujarat,0.0,0.0,82273,3076,0.0,2020-09-05 08:00:00,261.0
5943,Haryana,0.0,0.0,57171,759,0.0,2020-09-05 08:00:00,377.0
5944,Himachal Pradesh,0.0,0.0,4965,50,0.0,2020-09-05 08:00:00,21.0
5945,Jammu And Kashmir,0.0,0.0,31435,755,0.0,2020-09-05 08:00:00,95.0
5946,Jharkhand,0.0,0.0,32043,447,0.0,2020-09-05 08:00:00,0.0
5947,Karnataka,0.0,0.0,274196,6170,0.0,2020-09-05 08:00:00,405.0
5948,Kerala,0.0,0.0,60444,326,0.0,2020-09-05 08:00:00,1160.0
5949,Ladakh,0.0,0.0,2085,35,0.0,2020-09-05 08:00:00,162.0
5950,Madhya Pradesh,0.0,0.0,53257,1513,0.0,2020-09-05 08:00:00,105.0
5951,Maharashtra,0.0,0.0,625773,25964,0.0,2020-09-05 08:00:00,1147.0
5952,Manipur,0.0,0.0,4899,35,0.0,2020-09-05 08:00:00,5.0
5953,Meghalaya,0.0,0.0,1468,14,0.0,2020-09-05 08:00:00,0.0
5954,Mizoram,0.0,0.0,683,0,0.0,2020-09-05 08:00:00,4.0
5955,Nagaland,0.0,0.0,3361,10,0.0,2020-09-05 08:00:00,0.0
5956,Odisha,0.0,0.0,90331,531,0.0,2020-09-05 08:00:00,23.0
5957,Puducherry,0.0,0.0,10674,280,0.0,2020-09-05 08:00:00,11.0
5958,Punjab,0.0,0.0,42543,1739,0.0,2020-09-05 08:00:00,231.0
5959,Rajasthan,0.0,0.0,71899,1108,0.0,2020-09-05 08:00:00,431.0
5960,Sikkim,0.0,0.0,1329,5,0.0,2020-09-05 08:00:00,0.0
5961,Tamil Nadu,0.0,0.0,392507,7687,0.0,2020-09-05 08:00:00,164.0
5962,Telengana,0.0,0.0,104603,877,0.0,2020-09-05 08:00:00,343.0
5963,Tripura,0.0,0.0,8483,136,0.0,2020-09-05 08:00:00,0.0
5964,Uttarakhand,0.0,0.0,15511,312,0.0,2020-09-05 08:00:00,40.0
5965,Uttar Pradesh,0.0,0.0,190818,3762,0.0,2020-09-05 08:00:00,479.0
5966,West Bengal,0.0,0.0,147553,3452,0.0,2020-09-05 08:00:00,71.0
5967,Andaman And Nicobar Islands,0.0,0.0,2904,50,0.0,2020-09-06 08:00:00,8.0
5968,Andhra Pradesh,0.0,0.0,382104,4347,0.0,2020-09-06 08:00:00,81.0
5969,Arunachal Pradesh,0.0,0.0,3381,8,0.0,2020-09-06 08:00:00,0.0
5970,Assam,0.0,0.0,95063,352,0.0,2020-09-06 08:00:00,0.0
5971,Bihar,0.0,0.0,128503,735,0.0,2020-09-06 08:00:00,32.0
5972,Chandigarh,0.0,0.0,3290,69,0.0,2020-09-06 08:00:00,50.0
5973,Chhattisgarh,0.0,0.0,20487,356,0.0,2020-09-06 08:00:00,25.0
5974,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,2234,2,0.0,2020-09-06 08:00:00,0.0
5975,Delhi,0.0,0.0,163785,4538,0.0,2020-09-06 08:00:00,363.0
5976,Goa,0.0,0.0,15281,229,0.0,2020-09-06 08:00:00,9.0
5977,Gujarat,0.0,0.0,83419,3091,0.0,2020-09-06 08:00:00,261.0
5978,Haryana,0.0,0.0,58580,781,0.0,2020-09-06 08:00:00,377.0
5979,Himachal Pradesh,0.0,0.0,4986,54,0.0,2020-09-06 08:00:00,21.0
5980,Jammu And Kashmir,0.0,0.0,31924,770,0.0,2020-09-06 08:00:00,95.0
5981,Jharkhand,0.0,0.0,34330,462,0.0,2020-09-06 08:00:00,0.0
5982,Karnataka,0.0,0.0,283298,6298,0.0,2020-09-06 08:00:00,405.0
5983,Kerala,0.0,0.0,62555,337,0.0,2020-09-06 08:00:00,1160.0
5984,Ladakh,0.0,0.0,2127,35,0.0,2020-09-06 08:00:00,162.0
5985,Madhya Pradesh,0.0,0.0,54649,1543,0.0,2020-09-06 08:00:00,105.0
5986,Maharashtra,0.0,0.0,636574,26276,0.0,2020-09-06 08:00:00,1147.0
5987,Manipur,0.0,0.0,4975,36,0.0,2020-09-06 08:00:00,5.0
5988,Meghalaya,0.0,0.0,1527,15,0.0,2020-09-06 08:00:00,0.0
5989,Mizoram,0.0,0.0,718,0,0.0,2020-09-06 08:00:00,4.0
5990,Nagaland,0.0,0.0,3392,10,0.0,2020-09-06 08:00:00,0.0
5991,Odisha,0.0,0.0,93774,538,0.0,2020-09-06 08:00:00,23.0
5992,Puducherry,0.0,0.0,11107,298,0.0,2020-09-06 08:00:00,11.0
5993,Punjab,0.0,0.0,43849,1808,0.0,2020-09-06 08:00:00,231.0
5994,Rajasthan,0.0,0.0,73245,1122,0.0,2020-09-06 08:00:00,431.0
5995,Sikkim,0.0,0.0,1347,5,0.0,2020-09-06 08:00:00,0.0
5996,Tamil Nadu,0.0,0.0,398366,7748,0.0,2020-09-06 08:00:00,164.0
5997,Telengana,0.0,0.0,107530,886,0.0,2020-09-06 08:00:00,343.0
5998,Tripura,0.0,0.0,8745,144,0.0,2020-09-06 08:00:00,0.0
5999,Uttarakhand,0.0,0.0,16056,330,0.0,2020-09-06 08:00:00,40.0
6000,Uttar Pradesh,0.0,0.0,195959,3843,0.0,2020-09-06 08:00:00,479.0
6001,West Bengal,0.0,0.0,150801,3510,0.0,2020-09-06 08:00:00,71.0
6002,Andaman And Nicobar Islands,0.0,0.0,2951,50,0.0,2020-09-07 08:00:00,8.0
6003,Andhra Pradesh,0.0,0.0,394019,4417,0.0,2020-09-07 08:00:00,81.0
6004,Arunachal Pradesh,0.0,0.0,3472,8,0.0,2020-09-07 08:00:00,0.0
6005,Assam,0.0,0.0,96826,360,0.0,2020-09-07 08:00:00,0.0
6006,Bihar,0.0,0.0,130485,750,0.0,2020-09-07 08:00:00,32.0
6007,Chandigarh,0.0,0.0,3439,71,0.0,2020-09-07 08:00:00,50.0
6008,Chhattisgarh,0.0,0.0,21198,380,0.0,2020-09-07 08:00:00,25.0
6009,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,2271,2,0.0,2020-09-07 08:00:00,0.0
6010,Delhi,0.0,0.0,165973,4567,0.0,2020-09-07 08:00:00,363.0
6011,Goa,0.0,0.0,15839,236,0.0,2020-09-07 08:00:00,9.0
6012,Gujarat,0.0,0.0,84631,3105,0.0,2020-09-07 08:00:00,261.0
6013,Haryana,0.0,0.0,60051,806,0.0,2020-09-07 08:00:00,377.0
6014,Himachal Pradesh,0.0,0.0,5184,55,0.0,2020-09-07 08:00:00,21.0
6015,Jammu And Kashmir,0.0,0.0,32327,784,0.0,2020-09-07 08:00:00,95.0
6016,Jharkhand,0.0,0.0,36184,469,0.0,2020-09-07 08:00:00,0.0
6017,Karnataka,0.0,0.0,292873,6393,0.0,2020-09-07 08:00:00,405.0
6018,Kerala,0.0,0.0,64751,347,0.0,2020-09-07 08:00:00,1160.0
6019,Ladakh,0.0,0.0,2151,35,0.0,2020-09-07 08:00:00,162.0
6020,Madhya Pradesh,0.0,0.0,55887,1572,0.0,2020-09-07 08:00:00,105.0
6021,Maharashtra,0.0,0.0,644400,26604,0.0,2020-09-07 08:00:00,1147.0
6022,Manipur,0.0,0.0,5164,38,0.0,2020-09-07 08:00:00,5.0
6023,Meghalaya,0.0,0.0,1556,16,0.0,2020-09-07 08:00:00,0.0
6024,Mizoram,0.0,0.0,734,0,0.0,2020-09-07 08:00:00,4.0
6025,Nagaland,0.0,0.0,3511,10,0.0,2020-09-07 08:00:00,0.0
6026,Odisha,0.0,0.0,96364,546,0.0,2020-09-07 08:00:00,23.0
6027,Puducherry,0.0,0.0,11632,314,0.0,2020-09-07 08:00:00,11.0
6028,Punjab,0.0,0.0,45455,1862,0.0,2020-09-07 08:00:00,231.0
6029,Rajasthan,0.0,0.0,74861,1137,0.0,2020-09-07 08:00:00,431.0
6030,Sikkim,0.0,0.0,1371,5,0.0,2020-09-07 08:00:00,0.0
6031,Tamil Nadu,0.0,0.0,404186,7836,0.0,2020-09-07 08:00:00,164.0
6032,Telengana,0.0,0.0,110241,895,0.0,2020-09-07 08:00:00,343.0
6033,Tripura,0.0,0.0,9048,149,0.0,2020-09-07 08:00:00,0.0
6034,Uttarakhand,0.0,0.0,16648,341,0.0,2020-09-07 08:00:00,40.0
6035,Uttar Pradesh,0.0,0.0,200738,3920,0.0,2020-09-07 08:00:00,479.0
6036,West Bengal,0.0,0.0,154008,3562,0.0,2020-09-07 08:00:00,71.0
6037,Andaman And Nicobar Islands,0.0,0.0,2997,50,0.0,2020-09-08 08:00:00,8.0
6038,Andhra Pradesh,0.0,0.0,404074,4487,0.0,2020-09-08 08:00:00,81.0
6039,Arunachal Pradesh,0.0,0.0,3596,8,0.0,2020-09-08 08:00:00,0.0
6040,Assam,0.0,0.0,99076,370,0.0,2020-09-08 08:00:00,0.0
6041,Bihar,0.0,0.0,132145,761,0.0,2020-09-08 08:00:00,32.0
6042,Chandigarh,0.0,0.0,3734,74,0.0,2020-09-08 08:00:00,50.0
6043,Chhattisgarh,0.0,0.0,22177,395,0.0,2020-09-08 08:00:00,25.0
6044,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,2291,2,0.0,2020-09-08 08:00:00,0.0
6045,Delhi,0.0,0.0,168384,4599,0.0,2020-09-08 08:00:00,363.0
6046,Goa,0.0,0.0,16427,245,0.0,2020-09-08 08:00:00,9.0
6047,Gujarat,0.0,0.0,85907,3120,0.0,2020-09-08 08:00:00,261.0
6048,Haryana,0.0,0.0,61611,829,0.0,2020-09-08 08:00:00,377.0
6049,Himachal Pradesh,0.0,0.0,5370,56,0.0,2020-09-08 08:00:00,21.0
6050,Jammu And Kashmir,0.0,0.0,32760,801,0.0,2020-09-08 08:00:00,95.0
6051,Jharkhand,0.0,0.0,37550,482,0.0,2020-09-08 08:00:00,0.0
6052,Karnataka,0.0,0.0,300770,6534,0.0,2020-09-08 08:00:00,405.0
6053,Kerala,0.0,0.0,66997,359,0.0,2020-09-08 08:00:00,1160.0
6054,Ladakh,0.0,0.0,2211,35,0.0,2020-09-08 08:00:00,162.0
6055,Madhya Pradesh,0.0,0.0,56909,1589,0.0,2020-09-08 08:00:00,105.0
6056,Maharashtra,0.0,0.0,659322,27027,0.0,2020-09-08 08:00:00,1147.0
6057,Manipur,0.0,0.0,5358,38,0.0,2020-09-08 08:00:00,5.0
6058,Meghalaya,0.0,0.0,1560,17,0.0,2020-09-08 08:00:00,0.0
6059,Mizoram,0.0,0.0,735,0,0.0,2020-09-08 08:00:00,4.0
6060,Nagaland,0.0,0.0,3685,10,0.0,2020-09-08 08:00:00,0.0
6061,Odisha,0.0,0.0,99398,556,0.0,2020-09-08 08:00:00,23.0
6062,Puducherry,0.0,0.0,12135,325,0.0,2020-09-08 08:00:00,11.0
6063,Punjab,0.0,0.0,47020,1923,0.0,2020-09-08 08:00:00,231.0
6064,Rajasthan,0.0,0.0,76427,1151,0.0,2020-09-08 08:00:00,431.0
6065,Sikkim,0.0,0.0,1396,5,0.0,2020-09-08 08:00:00,0.0
6066,Tamil Nadu,0.0,0.0,410116,7925,0.0,2020-09-08 08:00:00,164.0
6067,Telengana,0.0,0.0,112587,906,0.0,2020-09-08 08:00:00,343.0
6068,Tripura,0.0,0.0,9342,152,0.0,2020-09-08 08:00:00,0.0
6069,Uttarakhand,0.0,0.0,17123,348,0.0,2020-09-08 08:00:00,40.0
6070,Uttar Pradesh,0.0,0.0,205731,3976,0.0,2020-09-08 08:00:00,479.0
6071,West Bengal,0.0,0.0,157029,3620,0.0,2020-09-08 08:00:00,71.0
6072,Andaman And Nicobar Islands,0.0,0.0,3035,50,0.0,2020-09-09 08:00:00,8.0
6073,Andhra Pradesh,0.0,0.0,415765,4560,0.0,2020-09-09 08:00:00,81.0
6074,Arunachal Pradesh,0.0,0.0,3723,9,0.0,2020-09-09 08:00:00,0.0
6075,Assam,0.0,0.0,101239,378,0.0,2020-09-09 08:00:00,0.0
6076,Bihar,0.0,0.0,134391,765,0.0,2020-09-09 08:00:00,32.0
6077,Chandigarh,0.0,0.0,3960,78,0.0,2020-09-09 08:00:00,50.0
6078,Chhattisgarh,0.0,0.0,22792,407,0.0,2020-09-09 08:00:00,25.0
6079,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,2321,2,0.0,2020-09-09 08:00:00,0.0
6080,Delhi,0.0,0.0,170140,4618,0.0,2020-09-09 08:00:00,363.0
6081,Goa,0.0,0.0,16875,256,0.0,2020-09-09 08:00:00,9.0
6082,Gujarat,0.0,0.0,87352,3133,0.0,2020-09-09 08:00:00,261.0
6083,Haryana,0.0,0.0,63315,854,0.0,2020-09-09 08:00:00,377.0
6084,Himachal Pradesh,0.0,0.0,5445,60,0.0,2020-09-09 08:00:00,21.0
