Sno,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Datetime,Cumulative_Confirmed
1,Kerala,1.0,0.0,0,0,1.0,2020-01-30 18:00:00,1.0
2,Kerala,1.0,0.0,0,0,1.0,2020-01-31 18:00:00,2.0
3,Kerala,2.0,0.0,0,0,2.0,2020-02-01 18:00:00,4.0
4,Kerala,3.0,0.0,0,0,3.0,2020-02-02 18:00:00,7.0
5,Kerala,3.0,0.0,0,0,3.0,2020-02-03 18:00:00,10.0
6,Kerala,3.0,0.0,0,0,3.0,2020-02-04 18:00:00,13.0
7,Kerala,3.0,0.0,0,0,3.0,2020-02-05 18:00:00,16.0
8,Kerala,3.0,0.0,0,0,3.0,2020-02-06 18:00:00,19.0
9,Kerala,3.0,0.0,0,0,3.0,2020-02-07 18:00:00,22.0
10,Kerala,3.0,0.0,0,0,3.0,2020-02-08 18:00:00,25.0
11,Kerala,3.0,0.0,0,0,3.0,2020-02-09 18:00:00,28.0
12,Kerala,3.0,0.0,0,0,3.0,2020-02-10 18:00:00,31.0
13,Kerala,3.0,0.0,0,0,3.0,2020-02-11 18:00:00,34.0
14,Kerala,3.0,0.0,0,0,3.0,2020-02-12 18:00:00,37.0
15,Kerala,3.0,0.0,0,0,3.0,2020-02-13 18:00:00,40.0
16,Kerala,3.0,0.0,0,0,3.0,2020-02-14 18:00:00,43.0
17,Kerala,3.0,0.0,0,0,3.0,2020-02-15 18:00:00,46.0
18,Kerala,3.0,0.0,0,0,3.0,2020-02-16 18:00:00,49.0
19,Kerala,3.0,0.0,0,0,3.0,2020-02-17 18:00:00,52.0
20,Kerala,3.0,0.0,0,0,3.0,2020-02-18 18:00:00,55.0
21,Kerala,3.0,0.0,0,0,3.0,2020-02-19 18:00:00,58.0
22,Kerala,3.0,0.0,0,0,3.0,2020-02-20 18:00:00,61.0
23,Kerala,3.0,0.0,0,0,3.0,2020-02-21 18:00:00,64.0
24,Kerala,3.0,0.0,0,0,3.0,2020-02-22 18:00:00,67.0
25,Kerala,3.0,0.0,0,0,3.0,2020-02-23 18:00:00,70.0
26,Kerala,3.0,0.0,0,0,3.0,2020-02-24 18:00:00,73.0
27,Kerala,3.0,0.0,0,0,3.0,2020-02-25 18:00:00,76.0
28,Kerala,3.0,0.0,0,0,3.0,2020-02-26 18:00:00,79.0
29,Kerala,3.0,0.0,0,0,3.0,2020-02-27 18:00:00,82.0
30,Kerala,3.0,0.0,0,0,3.0,2020-02-28 18:00:00,85.0
31,Kerala,3.0,0.0,0,0,3.0,2020-02-29 18:00:00,88.0
32,Kerala,3.0,0.0,0,0,3.0,2020-03-01 18:00:00,91.0
33,Telengana,1.0,0.0,0,0,1.0,2020-03-02 18:00:00,1.0
34,Kerala,3.0,0.0,0,0,3.0,2020-03-02 18:00:00,94.0
35,Delhi,1.0,0.0,0,0,1.0,2020-03-02 18:00:00,1.0
36,Telengana,1.0,0.0,0,0,1.0,2020-03-03 18:00:00,2.0
37,Rajasthan,0.0,1.0,0,0,1.0,2020-03-03 18:00:00,1.0
38,Kerala,3.0,0.0,3,0,3.0,2020-03-03 18:00:00,97.0
39,Delhi,1.0,0.0,0,0,1.0,2020-03-03 18:00:00,2.0
40,Uttar Pradesh,6.0,0.0,0,0,6.0,2020-03-04 18:00:00,6.0
41,Kerala,3.0,0.0,3,0,3.0,2020-03-04 18:00:00,100.0
42,Haryana,0.0,2.0,0,0,2.0,2020-03-04 18:00:00,2.0
43,Delhi,1.0,0.0,0,0,1.0,2020-03-04 18:00:00,3.0
44,Telengana,1.0,0.0,0,0,1.0,2020-03-04 18:00:00,3.0
45,Rajasthan,1.0,14.0,0,0,15.0,2020-03-04 18:00:00,16.0
46,Delhi,2.0,0.0,0,0,2.0,2020-03-05 18:00:00,5.0
47,Haryana,0.0,2.0,0,0,2.0,2020-03-05 18:00:00,4.0
48,Kerala,3.0,0.0,3,0,3.0,2020-03-05 18:00:00,103.0
49,Rajasthan,1.0,14.0,0,0,15.0,2020-03-05 18:00:00,31.0
50,Telengana,1.0,0.0,0,0,1.0,2020-03-05 18:00:00,4.0
51,Uttar Pradesh,7.0,0.0,0,0,7.0,2020-03-05 18:00:00,13.0
52,Delhi,3.0,0.0,0,0,3.0,2020-03-06 18:00:00,8.0
53,Haryana,0.0,2.0,0,0,2.0,2020-03-06 18:00:00,6.0
54,Kerala,3.0,0.0,3,0,3.0,2020-03-06 18:00:00,106.0
55,Rajasthan,1.0,14.0,0,0,15.0,2020-03-06 18:00:00,46.0
56,Uttar Pradesh,7.0,0.0,0,0,7.0,2020-03-06 18:00:00,20.0
57,Telengana,1.0,0.0,0,0,1.0,2020-03-06 18:00:00,5.0
58,Kerala,3.0,0.0,3,0,3.0,2020-03-07 18:00:00,109.0
59,Uttar Pradesh,7.0,0.0,0,0,7.0,2020-03-07 18:00:00,27.0
60,Ladakh,2.0,0.0,0,0,2.0,2020-03-07 18:00:00,2.0
61,Telengana,1.0,0.0,0,0,1.0,2020-03-07 18:00:00,6.0
62,Tamil Nadu,1.0,0.0,0,0,1.0,2020-03-07 18:00:00,1.0
63,Delhi,3.0,0.0,0,0,3.0,2020-03-07 18:00:00,11.0
64,Haryana,0.0,2.0,0,0,2.0,2020-03-07 18:00:00,8.0
65,Rajasthan,1.0,14.0,0,0,15.0,2020-03-07 18:00:00,61.0
66,Ladakh,2.0,0.0,0,0,2.0,2020-03-08 18:00:00,4.0
67,Telengana,1.0,0.0,0,0,1.0,2020-03-08 18:00:00,7.0
68,Tamil Nadu,1.0,0.0,0,0,1.0,2020-03-08 18:00:00,2.0
69,Rajasthan,1.0,14.0,0,0,15.0,2020-03-08 18:00:00,76.0
70,Kerala,8.0,0.0,3,0,8.0,2020-03-08 18:00:00,117.0
71,Haryana,0.0,2.0,0,0,2.0,2020-03-08 18:00:00,10.0
72,Delhi,3.0,0.0,0,0,3.0,2020-03-08 18:00:00,14.0
73,Uttar Pradesh,7.0,0.0,0,0,7.0,2020-03-08 18:00:00,34.0
74,Ladakh,2.0,0.0,0,0,2.0,2020-03-09 18:00:00,6.0
75,Karnataka,1.0,0.0,0,0,1.0,2020-03-09 18:00:00,1.0
76,Kerala,9.0,0.0,3,0,9.0,2020-03-09 18:00:00,126.0
77,Maharashtra,2.0,0.0,0,0,2.0,2020-03-09 18:00:00,2.0
78,Punjab,1.0,0.0,0,0,1.0,2020-03-09 18:00:00,1.0
79,Rajasthan,1.0,14.0,0,0,15.0,2020-03-09 18:00:00,91.0
80,Tamil Nadu,1.0,0.0,0,0,1.0,2020-03-09 18:00:00,3.0
81,Telengana,1.0,0.0,0,0,1.0,2020-03-09 18:00:00,8.0
82,Jammu And Kashmir,1.0,0.0,0,0,1.0,2020-03-09 18:00:00,1.0
83,Uttar Pradesh,7.0,0.0,0,0,7.0,2020-03-09 18:00:00,41.0
84,Haryana,0.0,2.0,0,0,2.0,2020-03-09 18:00:00,12.0
85,Delhi,4.0,0.0,0,0,4.0,2020-03-09 18:00:00,18.0
86,Uttar Pradesh,7.0,0.0,0,0,7.0,2020-03-10 18:00:00,48.0
87,Ladakh,2.0,0.0,0,0,2.0,2020-03-10 18:00:00,8.0
88,Delhi,4.0,0.0,0,0,4.0,2020-03-10 18:00:00,22.0
89,Haryana,0.0,2.0,0,0,2.0,2020-03-10 18:00:00,14.0
90,Karnataka,4.0,0.0,0,0,4.0,2020-03-10 18:00:00,5.0
91,Kerala,15.0,0.0,3,0,15.0,2020-03-10 18:00:00,141.0
92,Maharashtra,5.0,0.0,0,0,5.0,2020-03-10 18:00:00,7.0
93,Punjab,1.0,0.0,0,0,1.0,2020-03-10 18:00:00,2.0
94,Rajasthan,1.0,14.0,0,0,15.0,2020-03-10 18:00:00,106.0
95,Tamil Nadu,1.0,0.0,0,0,1.0,2020-03-10 18:00:00,4.0
96,Telengana,1.0,0.0,0,0,1.0,2020-03-10 18:00:00,9.0
97,Jammu And Kashmir,1.0,0.0,0,0,1.0,2020-03-10 18:00:00,2.0
98,Maharashtra,2.0,0.0,0,0,2.0,2020-03-11 18:00:00,9.0
99,Delhi,5.0,0.0,0,0,5.0,2020-03-11 18:00:00,27.0
100,Haryana,0.0,14.0,0,0,14.0,2020-03-11 18:00:00,28.0
101,Kerala,17.0,0.0,3,0,17.0,2020-03-11 18:00:00,158.0
102,Rajasthan,1.0,2.0,0,0,3.0,2020-03-11 18:00:00,109.0
103,Telengana,1.0,0.0,0,0,1.0,2020-03-11 18:00:00,10.0
104,Uttar Pradesh,9.0,0.0,0,0,9.0,2020-03-11 18:00:00,57.0
105,Ladakh,2.0,0.0,0,0,2.0,2020-03-11 18:00:00,10.0
106,Tamil Nadu,1.0,0.0,0,0,1.0,2020-03-11 18:00:00,5.0
107,Jammu And Kashmir,1.0,0.0,0,0,1.0,2020-03-11 18:00:00,3.0
108,Punjab,1.0,0.0,0,0,1.0,2020-03-11 18:00:00,3.0
109,Karnataka,4.0,0.0,0,0,4.0,2020-03-11 18:00:00,9.0
110,Delhi,6.0,0.0,0,0,6.0,2020-03-12 18:00:00,33.0
111,Haryana,0.0,14.0,0,0,14.0,2020-03-12 18:00:00,42.0
112,Kerala,17.0,0.0,3,0,17.0,2020-03-12 18:00:00,175.0
113,Rajasthan,1.0,2.0,0,0,3.0,2020-03-12 18:00:00,112.0
114,Telengana,1.0,0.0,0,0,1.0,2020-03-12 18:00:00,11.0
115,Uttar Pradesh,10.0,1.0,0,0,11.0,2020-03-12 18:00:00,68.0
116,Ladakh,3.0,0.0,0,0,3.0,2020-03-12 18:00:00,13.0
117,Tamil Nadu,1.0,0.0,0,0,1.0,2020-03-12 18:00:00,6.0
118,Jammu And Kashmir,1.0,0.0,0,0,1.0,2020-03-12 18:00:00,4.0
119,Punjab,1.0,0.0,0,0,1.0,2020-03-12 18:00:00,4.0
120,Karnataka,4.0,0.0,0,0,4.0,2020-03-12 18:00:00,13.0
121,Maharashtra,11.0,0.0,0,0,11.0,2020-03-12 18:00:00,20.0
122,Andhra Pradesh,1.0,0.0,0,0,1.0,2020-03-12 18:00:00,1.0
123,Delhi,6.0,0.0,0,0,6.0,2020-03-13 18:00:00,39.0
124,Haryana,0.0,14.0,0,0,14.0,2020-03-13 18:00:00,56.0
125,Kerala,19.0,0.0,3,0,19.0,2020-03-13 18:00:00,194.0
126,Rajasthan,1.0,2.0,0,0,3.0,2020-03-13 18:00:00,115.0
127,Telengana,1.0,0.0,0,0,1.0,2020-03-13 18:00:00,12.0
128,Uttar Pradesh,10.0,1.0,0,0,11.0,2020-03-13 18:00:00,79.0
129,Ladakh,3.0,0.0,0,0,3.0,2020-03-13 18:00:00,16.0
130,Tamil Nadu,1.0,0.0,0,0,1.0,2020-03-13 18:00:00,7.0
131,Jammu And Kashmir,1.0,0.0,0,0,1.0,2020-03-13 18:00:00,5.0
132,Punjab,1.0,0.0,0,0,1.0,2020-03-13 18:00:00,5.0
133,Karnataka,6.0,0.0,0,1,6.0,2020-03-13 18:00:00,19.0
134,Maharashtra,14.0,0.0,0,0,14.0,2020-03-13 18:00:00,34.0
135,Andhra Pradesh,1.0,0.0,0,0,1.0,2020-03-13 18:00:00,2.0
136,Delhi,7.0,0.0,1,1,7.0,2020-03-14 18:00:00,46.0
137,Haryana,0.0,14.0,0,0,14.0,2020-03-14 18:00:00,70.0
138,Kerala,19.0,0.0,3,0,19.0,2020-03-14 18:00:00,213.0
139,Rajasthan,1.0,2.0,1,0,3.0,2020-03-14 18:00:00,118.0
140,Telengana,1.0,0.0,0,0,1.0,2020-03-14 18:00:00,13.0
141,Uttar Pradesh,11.0,1.0,5,0,12.0,2020-03-14 18:00:00,91.0
142,Ladakh,3.0,0.0,0,0,3.0,2020-03-14 18:00:00,19.0
143,Tamil Nadu,1.0,0.0,0,0,1.0,2020-03-14 18:00:00,8.0
144,Jammu And Kashmir,2.0,0.0,0,0,2.0,2020-03-14 18:00:00,7.0
145,Punjab,1.0,0.0,0,0,1.0,2020-03-14 18:00:00,6.0
146,Karnataka,6.0,0.0,0,1,6.0,2020-03-14 18:00:00,25.0
147,Maharashtra,14.0,0.0,0,0,14.0,2020-03-14 18:00:00,48.0
148,Andhra Pradesh,1.0,0.0,0,0,1.0,2020-03-14 18:00:00,3.0
149,Andhra Pradesh,1.0,0.0,0,0,1.0,2020-03-15 18:00:00,4.0
150,Delhi,7.0,0.0,2,1,7.0,2020-03-15 18:00:00,53.0
151,Haryana,0.0,14.0,0,0,14.0,2020-03-15 18:00:00,84.0
152,Karnataka,6.0,0.0,0,1,6.0,2020-03-15 18:00:00,31.0
153,Kerala,22.0,0.0,3,0,22.0,2020-03-15 18:00:00,235.0
154,Maharashtra,32.0,0.0,0,0,32.0,2020-03-15 18:00:00,80.0
155,Punjab,1.0,0.0,0,0,1.0,2020-03-15 18:00:00,7.0
156,Rajasthan,2.0,2.0,3,0,4.0,2020-03-15 18:00:00,122.0
157,Tamil Nadu,1.0,0.0,0,0,1.0,2020-03-15 18:00:00,9.0
158,Telengana,3.0,0.0,1,0,3.0,2020-03-15 18:00:00,16.0
159,Jammu And Kashmir,2.0,0.0,0,0,2.0,2020-03-15 18:00:00,9.0
160,Ladakh,3.0,0.0,0,0,3.0,2020-03-15 18:00:00,22.0
161,Uttar Pradesh,12.0,1.0,4,0,13.0,2020-03-15 18:00:00,104.0
162,Uttarakhand,1.0,0.0,0,0,1.0,2020-03-15 18:00:00,1.0
163,Andhra Pradesh,1.0,0.0,0,0,1.0,2020-03-16 18:00:00,5.0
164,Delhi,7.0,0.0,2,1,7.0,2020-03-16 18:00:00,60.0
165,Haryana,0.0,14.0,0,0,14.0,2020-03-16 18:00:00,98.0
166,Karnataka,6.0,0.0,0,1,6.0,2020-03-16 18:00:00,37.0
167,Kerala,23.0,0.0,3,0,23.0,2020-03-16 18:00:00,258.0
168,Maharashtra,32.0,0.0,0,0,32.0,2020-03-16 18:00:00,112.0
169,Odisha,1.0,0.0,0,0,1.0,2020-03-16 18:00:00,1.0
170,Punjab,1.0,0.0,0,0,1.0,2020-03-16 18:00:00,8.0
171,Rajasthan,2.0,2.0,3,0,4.0,2020-03-16 18:00:00,126.0
172,Tamil Nadu,1.0,0.0,0,0,1.0,2020-03-16 18:00:00,10.0
173,Telengana,3.0,0.0,1,0,3.0,2020-03-16 18:00:00,19.0
174,Jammu And Kashmir,3.0,0.0,0,0,3.0,2020-03-16 18:00:00,12.0
175,Ladakh,4.0,0.0,0,0,4.0,2020-03-16 18:00:00,26.0
176,Uttar Pradesh,12.0,1.0,4,0,13.0,2020-03-16 18:00:00,117.0
177,Uttarakhand,1.0,0.0,0,0,1.0,2020-03-16 18:00:00,2.0
178,Andhra Pradesh,1.0,0.0,0,0,1.0,2020-03-17 18:00:00,6.0
179,Delhi,8.0,0.0,2,1,8.0,2020-03-17 18:00:00,68.0
180,Haryana,1.0,14.0,0,0,15.0,2020-03-17 18:00:00,113.0
181,Karnataka,11.0,0.0,0,1,11.0,2020-03-17 18:00:00,48.0
182,Kerala,24.0,2.0,3,0,26.0,2020-03-17 18:00:00,284.0
183,Maharashtra,36.0,3.0,0,1,39.0,2020-03-17 18:00:00,151.0
184,Odisha,1.0,0.0,0,0,1.0,2020-03-17 18:00:00,2.0
185,Punjab,1.0,0.0,0,0,1.0,2020-03-17 18:00:00,9.0
186,Rajasthan,2.0,2.0,3,0,4.0,2020-03-17 18:00:00,130.0
187,Tamil Nadu,1.0,0.0,0,0,1.0,2020-03-17 18:00:00,11.0
188,Telengana,3.0,2.0,1,0,5.0,2020-03-17 18:00:00,24.0
189,Jammu And Kashmir,3.0,0.0,0,0,3.0,2020-03-17 18:00:00,15.0
190,Ladakh,6.0,0.0,0,0,6.0,2020-03-17 18:00:00,32.0
191,Uttar Pradesh,14.0,1.0,5,0,15.0,2020-03-17 18:00:00,132.0
192,Uttarakhand,1.0,0.0,0,0,1.0,2020-03-17 18:00:00,3.0
193,Andhra Pradesh,1.0,0.0,0,0,1.0,2020-03-18 18:00:00,7.0
194,Delhi,9.0,1.0,2,1,10.0,2020-03-18 18:00:00,78.0
195,Haryana,3.0,14.0,0,0,17.0,2020-03-18 18:00:00,130.0
196,Karnataka,11.0,0.0,0,1,11.0,2020-03-18 18:00:00,59.0
197,Kerala,25.0,2.0,3,0,27.0,2020-03-18 18:00:00,311.0
198,Maharashtra,39.0,3.0,0,1,42.0,2020-03-18 18:00:00,193.0
199,Odisha,1.0,0.0,0,0,1.0,2020-03-18 18:00:00,3.0
200,Puducherry,1.0,0.0,0,0,1.0,2020-03-18 18:00:00,1.0
201,Punjab,1.0,0.0,0,0,1.0,2020-03-18 18:00:00,10.0
202,Rajasthan,2.0,2.0,3,0,4.0,2020-03-18 18:00:00,134.0
203,Tamil Nadu,1.0,0.0,0,0,1.0,2020-03-18 18:00:00,12.0
204,Telengana,4.0,2.0,1,0,6.0,2020-03-18 18:00:00,30.0
205,Jammu And Kashmir,3.0,0.0,0,0,3.0,2020-03-18 18:00:00,18.0
206,Ladakh,8.0,0.0,0,0,8.0,2020-03-18 18:00:00,40.0
207,Uttar Pradesh,15.0,1.0,5,0,16.0,2020-03-18 18:00:00,148.0
208,Uttarakhand,1.0,0.0,0,0,1.0,2020-03-18 18:00:00,4.0
209,West Bengal,1.0,0.0,0,0,1.0,2020-03-18 18:00:00,1.0
210,Andhra Pradesh,2.0,0.0,0,0,2.0,2020-03-19 18:00:00,9.0
211,Chhattisgarh,1.0,0.0,0,0,1.0,2020-03-19 18:00:00,1.0
212,Delhi,11.0,1.0,3,1,12.0,2020-03-19 18:00:00,90.0
213,Haryana,3.0,14.0,0,0,17.0,2020-03-19 18:00:00,147.0
214,Karnataka,14.0,0.0,0,1,14.0,2020-03-19 18:00:00,73.0
215,Kerala,25.0,2.0,3,0,27.0,2020-03-19 18:00:00,338.0
216,Maharashtra,44.0,3.0,0,1,47.0,2020-03-19 18:00:00,240.0
217,Odisha,1.0,0.0,0,0,1.0,2020-03-19 18:00:00,4.0
218,Puducherry,1.0,0.0,0,0,1.0,2020-03-19 18:00:00,2.0
219,Punjab,2.0,0.0,0,1,2.0,2020-03-19 18:00:00,12.0
220,Rajasthan,5.0,2.0,3,0,7.0,2020-03-19 18:00:00,141.0
221,Tamil Nadu,2.0,0.0,1,0,2.0,2020-03-19 18:00:00,14.0
222,Telengana,4.0,2.0,1,0,6.0,2020-03-19 18:00:00,36.0
223,Chandigarh,1.0,0.0,0,0,1.0,2020-03-19 18:00:00,1.0
224,Jammu And Kashmir,4.0,0.0,0,0,4.0,2020-03-19 18:00:00,22.0
225,Ladakh,8.0,0.0,0,0,8.0,2020-03-19 18:00:00,48.0
226,Uttar Pradesh,18.0,1.0,9,0,19.0,2020-03-19 18:00:00,167.0
227,Uttarakhand,1.0,0.0,0,0,1.0,2020-03-19 18:00:00,5.0
228,West Bengal,1.0,0.0,0,0,1.0,2020-03-19 18:00:00,2.0
229,Andhra Pradesh,3.0,0.0,0,0,3.0,2020-03-20 18:00:00,12.0
230,Chhattisgarh,1.0,0.0,0,0,1.0,2020-03-20 18:00:00,2.0
231,Delhi,16.0,1.0,5,1,17.0,2020-03-20 18:00:00,107.0
232,Gujarat,5.0,0.0,0,0,5.0,2020-03-20 18:00:00,5.0
233,Haryana,3.0,14.0,0,0,17.0,2020-03-20 18:00:00,164.0
234,Karnataka,15.0,0.0,1,1,15.0,2020-03-20 18:00:00,88.0
235,Kerala,26.0,2.0,3,0,28.0,2020-03-20 18:00:00,366.0
236,Maharashtra,49.0,3.0,0,1,52.0,2020-03-20 18:00:00,292.0
237,Odisha,2.0,0.0,0,0,2.0,2020-03-20 18:00:00,6.0
238,Puducherry,1.0,0.0,0,0,1.0,2020-03-20 18:00:00,3.0
239,Punjab,2.0,0.0,0,1,2.0,2020-03-20 18:00:00,14.0
240,Rajasthan,15.0,2.0,3,0,17.0,2020-03-20 18:00:00,158.0
241,Tamil Nadu,3.0,0.0,1,0,3.0,2020-03-20 18:00:00,17.0
242,Telengana,8.0,9.0,1,0,17.0,2020-03-20 18:00:00,53.0
243,Chandigarh,1.0,0.0,0,0,1.0,2020-03-20 18:00:00,2.0
244,Jammu And Kashmir,4.0,0.0,0,0,4.0,2020-03-20 18:00:00,26.0
245,Ladakh,10.0,0.0,0,0,10.0,2020-03-20 18:00:00,58.0
246,Uttar Pradesh,22.0,1.0,9,0,23.0,2020-03-20 18:00:00,190.0
247,Uttarakhand,3.0,0.0,0,0,3.0,2020-03-20 18:00:00,8.0
248,West Bengal,2.0,0.0,0,0,2.0,2020-03-20 18:00:00,4.0
249,Andhra Pradesh,3.0,0.0,0,0,3.0,2020-03-21 18:00:00,15.0
250,Chhattisgarh,1.0,0.0,0,0,1.0,2020-03-21 18:00:00,3.0
251,Delhi,25.0,1.0,5,1,26.0,2020-03-21 18:00:00,133.0
252,Gujarat,7.0,0.0,0,0,7.0,2020-03-21 18:00:00,12.0
253,Haryana,3.0,14.0,0,0,17.0,2020-03-21 18:00:00,181.0
254,Himachal Pradesh,2.0,0.0,0,0,2.0,2020-03-21 18:00:00,2.0
255,Karnataka,15.0,0.0,1,1,15.0,2020-03-21 18:00:00,103.0
256,Kerala,33.0,7.0,3,0,40.0,2020-03-21 18:00:00,406.0
257,Madhya Pradesh,4.0,0.0,0,0,4.0,2020-03-21 18:00:00,4.0
258,Maharashtra,60.0,3.0,0,1,63.0,2020-03-21 18:00:00,355.0
259,Odisha,2.0,0.0,0,0,2.0,2020-03-21 18:00:00,8.0
260,Puducherry,1.0,0.0,0,0,1.0,2020-03-21 18:00:00,4.0
261,Punjab,13.0,0.0,0,1,13.0,2020-03-21 18:00:00,27.0
262,Rajasthan,15.0,2.0,3,0,17.0,2020-03-21 18:00:00,175.0
263,Tamil Nadu,3.0,0.0,1,0,3.0,2020-03-21 18:00:00,20.0
264,Telengana,10.0,11.0,1,0,21.0,2020-03-21 18:00:00,74.0
265,Chandigarh,1.0,0.0,0,0,1.0,2020-03-21 18:00:00,3.0
266,Jammu And Kashmir,4.0,0.0,0,0,4.0,2020-03-21 18:00:00,30.0
267,Ladakh,13.0,0.0,0,0,13.0,2020-03-21 18:00:00,71.0
268,Uttar Pradesh,23.0,1.0,9,0,24.0,2020-03-21 18:00:00,214.0
269,Uttarakhand,3.0,0.0,0,0,3.0,2020-03-21 18:00:00,11.0
270,West Bengal,3.0,0.0,0,0,3.0,2020-03-21 18:00:00,7.0
271,Andhra Pradesh,5.0,0.0,0,0,5.0,2020-03-22 18:00:00,20.0
272,Bihar,2.0,0.0,0,1,2.0,2020-03-22 18:00:00,2.0
273,Chhattisgarh,1.0,0.0,0,0,1.0,2020-03-22 18:00:00,4.0
274,Delhi,28.0,1.0,5,1,29.0,2020-03-22 18:00:00,162.0
275,Gujarat,18.0,0.0,0,1,18.0,2020-03-22 18:00:00,30.0
276,Haryana,7.0,14.0,0,0,21.0,2020-03-22 18:00:00,202.0
277,Himachal Pradesh,2.0,0.0,0,0,2.0,2020-03-22 18:00:00,4.0
278,Karnataka,26.0,0.0,2,1,26.0,2020-03-22 18:00:00,129.0
279,Kerala,45.0,7.0,3,0,52.0,2020-03-22 18:00:00,458.0
280,Madhya Pradesh,4.0,0.0,0,0,4.0,2020-03-22 18:00:00,8.0
281,Maharashtra,64.0,3.0,0,2,67.0,2020-03-22 18:00:00,422.0
282,Odisha,2.0,0.0,0,0,2.0,2020-03-22 18:00:00,10.0
283,Puducherry,1.0,0.0,0,0,1.0,2020-03-22 18:00:00,5.0
284,Punjab,21.0,0.0,0,1,21.0,2020-03-22 18:00:00,48.0
285,Rajasthan,22.0,2.0,3,0,24.0,2020-03-22 18:00:00,199.0
286,Tamil Nadu,5.0,2.0,1,0,7.0,2020-03-22 18:00:00,27.0
287,Telengana,11.0,11.0,1,0,22.0,2020-03-22 18:00:00,96.0
288,Chandigarh,5.0,0.0,0,0,5.0,2020-03-22 18:00:00,8.0
289,Jammu And Kashmir,4.0,0.0,0,0,4.0,2020-03-22 18:00:00,34.0
290,Ladakh,13.0,0.0,0,0,13.0,2020-03-22 18:00:00,84.0
291,Uttar Pradesh,26.0,1.0,9,0,27.0,2020-03-22 18:00:00,241.0
292,Uttarakhand,3.0,0.0,0,0,3.0,2020-03-22 18:00:00,14.0
293,West Bengal,4.0,0.0,0,0,4.0,2020-03-22 18:00:00,11.0
294,Andhra Pradesh,7.0,0.0,0,0,7.0,2020-03-23 18:00:00,27.0
295,Bihar,2.0,0.0,0,1,2.0,2020-03-23 18:00:00,4.0
296,Chhattisgarh,1.0,0.0,0,0,1.0,2020-03-23 18:00:00,5.0
297,Delhi,28.0,1.0,5,1,29.0,2020-03-23 18:00:00,191.0
298,Gujarat,29.0,0.0,0,1,29.0,2020-03-23 18:00:00,59.0
299,Haryana,12.0,14.0,0,0,26.0,2020-03-23 18:00:00,228.0
300,Himachal Pradesh,2.0,0.0,0,0,2.0,2020-03-23 18:00:00,6.0
301,Karnataka,33.0,0.0,2,1,33.0,2020-03-23 18:00:00,162.0
302,Kerala,60.0,7.0,3,0,67.0,2020-03-23 18:00:00,525.0
303,Madhya Pradesh,6.0,0.0,0,0,6.0,2020-03-23 18:00:00,14.0
304,Maharashtra,71.0,3.0,0,2,74.0,2020-03-23 18:00:00,496.0
305,Odisha,2.0,0.0,0,0,2.0,2020-03-23 18:00:00,12.0
306,Puducherry,1.0,0.0,0,0,1.0,2020-03-23 18:00:00,6.0
307,Punjab,21.0,0.0,0,1,21.0,2020-03-23 18:00:00,69.0
308,Rajasthan,26.0,2.0,3,0,28.0,2020-03-23 18:00:00,227.0
309,Tamil Nadu,7.0,2.0,1,0,9.0,2020-03-23 18:00:00,36.0
310,Telengana,22.0,10.0,1,0,32.0,2020-03-23 18:00:00,128.0
311,Chandigarh,6.0,0.0,0,0,6.0,2020-03-23 18:00:00,14.0
312,Jammu And Kashmir,4.0,0.0,0,0,4.0,2020-03-23 18:00:00,38.0
313,Ladakh,13.0,0.0,0,0,13.0,2020-03-23 18:00:00,97.0
314,Uttar Pradesh,30.0,1.0,9,0,31.0,2020-03-23 18:00:00,272.0
315,Uttarakhand,3.0,0.0,0,0,3.0,2020-03-23 18:00:00,17.0
316,West Bengal,7.0,0.0,0,0,7.0,2020-03-23 18:00:00,18.0
317,Andhra Pradesh,8.0,0.0,0,0,8.0,2020-03-24 18:00:00,35.0
318,Bihar,3.0,0.0,0,1,3.0,2020-03-24 18:00:00,7.0
319,Chhattisgarh,1.0,0.0,0,0,1.0,2020-03-24 18:00:00,6.0
320,Delhi,29.0,1.0,6,1,30.0,2020-03-24 18:00:00,221.0
321,Gujarat,32.0,1.0,0,1,33.0,2020-03-24 18:00:00,92.0
322,Haryana,14.0,14.0,11,0,28.0,2020-03-24 18:00:00,256.0
323,Himachal Pradesh,3.0,0.0,0,1,3.0,2020-03-24 18:00:00,9.0
324,Karnataka,37.0,0.0,3,1,37.0,2020-03-24 18:00:00,199.0
325,Kerala,87.0,8.0,4,0,95.0,2020-03-24 18:00:00,620.0
326,Madhya Pradesh,7.0,0.0,0,0,7.0,2020-03-24 18:00:00,21.0
327,Maharashtra,86.0,3.0,0,2,89.0,2020-03-24 18:00:00,585.0
328,Manipur,1.0,0.0,0,0,1.0,2020-03-24 18:00:00,1.0
329,Odisha,2.0,0.0,0,0,2.0,2020-03-24 18:00:00,14.0
330,Puducherry,1.0,0.0,0,0,1.0,2020-03-24 18:00:00,7.0
331,Punjab,29.0,0.0,0,1,29.0,2020-03-24 18:00:00,98.0
332,Rajasthan,30.0,2.0,3,0,32.0,2020-03-24 18:00:00,259.0
333,Tamil Nadu,13.0,2.0,1,0,15.0,2020-03-24 18:00:00,51.0
334,Telengana,25.0,10.0,1,0,35.0,2020-03-24 18:00:00,163.0
